genres,keywords,original_title,overview,popularity,runtime,spoken_languages,title,vote_average,vote_count,cast,director
Fantasy Comedy Animation Science Fiction Family,friendship spaceship space alien alien invasion,Home,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",63.473086,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Home,6.8,1519,Jim Parsons Rihanna Steve Martin Jennifer Lopez Matt Jones,Tim Johnson
Adventure Thriller Science Fiction,post traumatic stress  disorder new jersey airplane dystopia daughter,War of the Worlds,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",48.572726,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",War of the Worlds,6.2,2322,Tom Cruise Dakota Fanning Miranda Otto Justin Chatwin Tim Robbins,Steven Spielberg
Adventure Action Comedy Thriller Crime,miami ku klux klan cuba undercover mexican standoff,Bad Boys II,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.",38.068736,147.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Bad Boys II,6.3,1564,Martin Lawrence Will Smith Jordi Moll\u00e0 Gabrielle Union Peter Stormare,Michael Bay
Action Mystery Thriller,assassination spy cia kidnapping cold war,Salt,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",48.829437,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Salt,6.2,2093,Angelina Jolie Liev Schreiber Chiwetel Ejiofor Daniel Olbrychski August Diehl,Phillip Noyce
Drama Adventure,bible god noah 3d,Noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,46.115758,139.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Noah,5.6,2350,Russell Crowe Jennifer Connelly Emma Watson Logan Lerman Anthony Hopkins,Darren Aronofsky
Adventure Animation Mystery,riddle captain treasure liquor treasure hunt,The Adventures of Tintin,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",89.938296,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Adventures of Tintin,6.7,2061,Jamie Bell Andy Serkis Daniel Craig Nick Frost Simon Pegg,Steven Spielberg
Adventure Fantasy Family,flying traitor magic cutting the cord child hero,Harry Potter and the Prisoner of Azkaban,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",79.679601,141.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Harry Potter and the Prisoner of Azkaban,7.7,5877,Daniel Radcliffe Rupert Grint Emma Watson Gary Oldman David Thewlis,Alfonso Cuar\u00f3n
Science Fiction Action Adventure,dystopia,After Earth,"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.",42.840582,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",After Earth,5.0,2532,Jaden Smith Will Smith Sophie Okonedo Zo\u00eb Kravitz Glenn Morshower,M. Night Shyamalan
Adventure Comedy Fantasy Family,night watchman museum natural history history smithsonian,Night at the Museum: Secret of the Tomb,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",115.597753,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Night at the Museum: Secret of the Tomb,6.1,1851,Ben Stiller Rami Malek Rebel Wilson Robin Williams Owen Wilson,Shawn Levy
Animation Action Comedy Family Science Fiction,saving the world date prison secret identity fish,Megamind,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",68.757242,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Megamind,6.7,1918,Will Ferrell Brad Pitt Tina Fey Jonah Hill David Cross,Tom McGrath
Adventure Fantasy Family,witch christmas party magic cutting the cord halloween,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",109.984351,152.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Harry Potter and the Philosopher's Stone,7.5,7006,Daniel Radcliffe Rupert Grint Emma Watson Richard Harris Tom Felton,Chris Columbus
Fantasy Action Comedy Crime,gold police operation partner revenge undead,R.I.P.D.,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.,39.448066,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",R.I.P.D.,5.4,1260,Jeff Bridges Ryan Reynolds Kevin Bacon Stephanie Szostak Mary-Louise Parker,Robert Schwentke
Adventure Fantasy Action,exotic island blacksmith east india trading company gold marriage proposal,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",271.972889,143.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985,Johnny Depp Geoffrey Rush Orlando Bloom Keira Knightley Jack Davenport,Gore Verbinski
Science Fiction Adventure Thriller,resistance post-apocalyptic dystopia war sequel,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,206.227151,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Hunger Games: Mockingjay - Part 1,6.6,5584,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Donald Sutherland,Francis Lawrence
Thriller Mystery,paris holy grail christianity monk based on novel,The Da Vinci Code,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.",45.313197,149.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",The Da Vinci Code,6.5,2704,Tom Hanks Audrey Tautou Ian McKellen Paul Bettany Jean Reno,Ron Howard
Adventure Action Science Fiction Thriller,mutant marvel comic superhero based on comic book superhuman,X2,"Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm, Wolverine and Jean Grey must join their usual nemeses –  Magneto and Mystique – to unhinge Stryker's scheme to exterminate all mutants.",2.871739,133.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",X2,6.8,3506,Patrick Stewart Hugh Jackman Ian McKellen Halle Berry Famke Janssen,Bryan Singer
Action Thriller Crime,brazil fbi freedom escape from prison car crash,Fast Five,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",7.255717999999999,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Fast Five,7.1,2438,Vin Diesel Paul Walker Jordana Brewster Tyrese Gibson Ludacris,Justin Lin
Adventure Action Crime Mystery,detective inspector steampunk criminal mastermind,Sherlock Holmes: A Game of Shadows,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",81.49962099999998,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Sherlock Holmes: A Game of Shadows,7.0,3886,Robert Downey Jr. Jude Law Jared Harris Noomi Rapace Kelly Reilly,Guy Ritchie
Adventure Fantasy Action,hades mythology greek mythology zeus medusa,Clash of the Titans,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",47.686442,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Clash of the Titans,5.6,2233,Sam Worthington Liam Neeson Ralph Fiennes Gemma Arterton Jason Flemyng,Louis Leterrier
Action Adventure Science Fiction,oxygen falsely accused resistance mars double life,Total Recall,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.",43.129703000000006,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Total Recall,7.1,1710,Arnold Schwarzenegger Sharon Stone Rachel Ticotin Ronny Cox Michael Ironside,Paul Verhoeven
Action Thriller,assassin wolf maryland suicide by gunshot rooftop,The Bourne Legacy,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.",90.33681,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",The Bourne Legacy,6.0,2651,Jeremy Renner Rachel Weisz Edward Norton Scott Glenn Stacy Keach,Tony Gilroy
Action Crime Fantasy,double life dc comics dual identity crime fighter fictional place,Batman & Robin,"Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo.",50.073575,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Batman & Robin,4.2,1418,George Clooney Chris O'Donnell Arnold Schwarzenegger Uma Thurman Alicia Silverstone,Joel Schumacher
Family Comedy Fantasy,holiday christmas party new love santa claus village,How the Grinch Stole Christmas,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch.",45.419668,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",How the Grinch Stole Christmas,6.2,1386,Jim Carrey Taylor Momsen Jeffrey Tambor Christine Baranski Bill Irwin,Ron Howard
